,user_id,book_id,is_read,rating,is_reviewed
3800123,243947,17720,1,5,0
3800754,258880,10533,0,0,0
3801205,104371,14067,0,0,0
3801303,609259,152687,0,0,0
3801443,384825,51607,0,0,0
3801511,126942,1368,1,0,0
3801738,141808,39307,1,3,0
3803026,94096,1368,0,0,0
3803223,412287,423,1,4,0
3803378,381132,36258,1,4,0
3803906,332191,1368,1,5,0
3804612,383926,18600,1,1,0
3807016,428309,21293,1,5,0
3807505,429063,22460,1,4,0
3807533,19292,23012,0,0,0
3808954,197445,423,1,4,0
3809001,420310,216987,0,0,0
3809096,263405,36254,0,0,0
3809155,260825,64582,1,5,0
3810088,346261,1368,1,4,0
3810307,118887,458713,0,0,0
3810446,175895,423,1,5,0
3811035,169757,1508,0,0,0
3811085,233968,37264,1,4,0
3811338,191637,64485,0,0,0
3812390,277703,1368,1,0,0
3812486,416877,253855,0,0,0
3812557,412240,39307,0,0,0
3812875,79002,48002,0,0,0
3813404,369471,51104,0,0,0
3813504,65853,1368,1,0,0
3814407,241066,1508,0,0,0
3814879,34427,150749,1,1,0
3814891,174168,1508,0,0,0
3815751,15696,1508,1,4,0
3816930,226407,90091,0,0,0
3817121,65408,22208,0,0,0
3818185,64072,257588,1,3,0
3818327,130598,1368,0,0,0
3818380,270157,64482,1,4,0
3819394,218556,1368,1,5,1
3819624,362759,39307,1,0,0
3819955,7522,1368,0,0,0
3820084,559014,14067,1,3,0
3820503,13171,21293,1,5,0
3821535,68483,135352,0,0,0
3822362,95616,14067,0,0,0
3822551,269209,1508,1,0,0
3822832,345366,290513,1,0,0
3823516,207468,1368,0,0,0
3825102,164569,14812,0,0,0
3825113,433077,1368,0,0,0
3825855,35230,51104,0,0,0
3828072,422533,14812,1,4,0
3828652,72694,412242,0,0,0
3830485,398901,1368,0,0,0
3831010,392420,1368,1,4,1
3831138,322631,1368,1,0,0
3831526,52402,19534,1,5,0
3832011,407051,1368,1,5,0
3832340,299711,137153,0,0,0
3832731,335571,1508,0,0,0
3832995,173468,100287,1,4,0
3833781,339500,14812,1,5,0
3834340,420298,47620,1,3,0
3834390,300878,22465,1,4,0
3834823,171169,47766,1,4,1
3835258,135465,1508,1,5,1
3835336,334354,14063,1,4,0
3835887,502938,1368,1,5,0
3836225,331670,14067,0,0,0
3836301,419086,18805,0,0,0
3836311,211690,1508,0,0,0
3838340,240437,423,0,0,0
3839082,180525,702046,1,3,0
3839933,88925,14812,0,0,0
3840653,106204,1508,0,0,0
3841780,10088,14067,0,0,0
3842168,133361,1368,0,0,0
3842359,262840,1508,0,0,0
3843058,331140,375118,1,5,0
3843769,428335,423,0,0,0
3844306,428548,1368,0,0,0
3844647,217471,1508,0,0,0
3845246,42804,17720,1,4,0
3845587,331923,17720,0,0,0
3846622,113615,1368,0,0,0
3847506,183149,24530,0,0,0
3848329,390505,1368,1,5,0
3849057,94255,106175,1,2,0
3849147,23901,157827,1,4,0
3849461,7596,1368,0,0,0
3849629,28255,452818,1,4,0
3849766,428715,370749,0,0,0
3850278,207213,136981,1,0,0
3850334,194545,36258,0,0,0
3850405,133064,179171,0,0,0
3850450,292811,1508,1,3,0
3850753,414289,179171,0,0,0
3851088,244781,423,0,0,0
3851173,837367,1508,0,0,0
3853087,87235,39307,0,0,0
3853771,128384,1368,1,5,0
3854520,248842,160425,0,0,0
3855143,55036,65832,0,0,0
3855277,120568,1368,0,0,0
3855868,530665,1508,0,0,0
3856860,7614,16204,0,0,0
3857244,104196,404020,0,0,0
3857254,39172,1368,0,0,0
3857648,242726,28669,1,3,0
3858185,311665,47620,0,0,0
3859095,229103,169070,0,0,0
3859154,17884,1508,0,0,0
3859516,91710,6600,1,3,0
3859657,78350,4422,1,4,0
3859852,317187,423,0,0,0
3859881,377885,1368,0,0,0
3860335,9916,16204,0,0,0
3860450,128458,1368,0,0,0
3860742,127526,39307,1,2,0
3860938,177544,51104,0,0,0
3861239,14566,13892,0,0,0
3862172,364534,423,1,4,0
3864622,617136,291461,0,0,0
3864988,214202,1368,0,0,0
3865755,247194,1508,0,0,0
3865760,95612,423,0,0,0
3865984,228479,694876,1,4,0
3866192,353722,14067,1,4,0
3866528,57488,14067,1,5,0
3866817,153594,15719,0,0,0
3867348,139850,1508,0,0,0
3867785,307474,1368,0,0,0
3867963,178873,59854,1,4,0
3867976,19462,18600,1,0,0
3868911,228731,51607,1,5,0
3869457,259609,1368,1,5,1
3870017,156352,58028,0,0,0
3870159,190917,1508,1,5,0
3870257,438643,17720,1,5,0
3870793,22490,51607,1,3,0
3870907,15028,423,1,4,0
3871651,359760,5894,0,0,0
3871947,249787,702046,0,0,0
3872919,394008,1368,0,0,0
3873383,39725,1368,1,5,0
3873416,865147,286837,1,5,1
3873433,541464,14067,0,0,0
3873472,117095,1368,0,0,0
3876064,399466,16204,0,0,0
3877038,7650,14067,1,2,0
3877439,272105,1368,1,5,0
3878777,407367,14812,1,4,0
3878859,769346,1368,0,0,0
3878895,267270,137153,0,0,0
3879557,342994,24711,0,0,0
3879910,601338,982908,1,5,0
3882164,7654,36475,0,0,0
3884091,214711,51107,0,0,0
3884324,54277,423,1,5,0
3884846,126630,1368,1,4,0
3885598,239261,14063,1,4,0
3886258,310456,1508,1,5,1
3886867,258606,14067,0,0,0
3888555,306778,553001,0,0,0
3888801,91224,1368,1,0,0
3888923,18578,17125,1,3,0
3890479,112856,106175,1,5,0
3890642,52034,95670,1,3,1
3891441,199262,741472,1,4,0
3893386,437598,11219,0,0,0
3893396,328793,14063,1,5,0
3894279,28975,423,0,0,0
3894838,25810,562694,0,0,0
3894912,358380,19534,0,0,0
3895956,771931,1368,0,0,0
3896244,615524,106175,0,0,0
3896702,250532,1368,0,0,0
3896820,30978,1368,1,5,0
3896844,70233,423,0,0,0
3897102,336828,1508,0,0,0
3897230,639869,1368,0,0,0
3897589,26706,22469,0,0,0
3897601,100764,113671,0,0,0
3899116,84969,76748,1,5,1
3900293,173562,423,0,0,0
3900877,68666,159296,1,4,0
3901514,7706,106175,1,0,0
3901730,41650,17125,1,3,0
3902091,221677,19054,0,0,0
3902427,93397,10530,1,4,1
3902528,165110,1452885,1,3,0
3903310,97753,64482,1,3,0
3903746,434712,1368,1,2,0
3904006,7711,1508,1,5,0
3904816,100512,50621,0,0,0
3904856,629812,14067,1,5,0
3904936,20929,15943,0,0,0
3905514,59561,19534,0,0,0
3906250,353328,22462,0,0,0
3906298,403699,28669,1,4,0
3906374,460364,1368,1,0,0
3906499,342844,58930,0,0,0
3908218,173399,59854,0,0,0
3908419,198098,184667,0,0,0
3909174,173707,361590,1,4,0
3909816,24834,1508,0,0,0
3909965,235036,172682,0,0,0
3910775,379658,15677,1,5,1
3911008,82225,48002,0,0,0
3912285,319813,51607,1,0,0
3912805,135362,36258,1,3,0
3913152,301027,47620,1,4,1
3913317,43582,423,1,5,0
3913502,398995,14067,1,4,0
3913578,305512,423,0,0,0
3914765,200837,1368,0,0,0
3915340,715014,1368,1,0,0
3916100,859305,14067,1,0,0
3916177,357719,29395,0,0,0
3916926,430757,1508,1,5,0
3917864,258752,1368,1,5,0
3917982,665793,22462,1,4,0
3919349,294529,173907,0,0,0
3919504,28496,19534,0,0,0
3920076,86239,1368,1,5,1
3920846,198729,1368,1,5,0
3921726,397389,1508,1,0,0
3921801,389219,1368,0,0,0
3922269,416683,37264,0,0,0
3922331,26693,423,1,4,0
3923424,117516,597742,0,0,0
3924601,401594,216545,0,0,0
3924754,43891,48002,1,5,1
3925291,550355,1368,0,0,0
3925799,234389,1368,0,0,0
3926597,215886,19534,1,2,0
3927115,466149,24711,1,4,0
3927609,404295,423,1,3,0
3929282,416530,13892,0,0,0
3930270,678688,1368,0,0,0
3930483,392622,74534,1,5,0
3931802,233120,1368,0,0,0
3932147,242892,1368,0,0,0
3932591,302135,75573,0,0,0
3932906,108923,1508,0,0,0
3934008,404122,5894,1,3,0
3934267,328104,1368,0,0,0
3934465,52724,423,0,0,0
3934581,609883,83000,0,0,0
3934776,439423,819570,0,0,0
3935144,249979,1508,1,4,1
3935334,563536,1368,1,5,0
3935456,609261,423,0,0,0
3935700,64145,1508,0,0,0
3935915,372542,14063,1,5,0
3936530,327571,16204,1,5,0
3936777,84715,62399,0,0,0
3937705,117431,21293,0,0,0
3937846,230549,423,0,0,0
3938173,153198,1368,1,4,0
3938699,189184,423,1,3,0
3938755,304737,113671,0,0,0
3939400,284525,1508,1,4,0
3939425,92790,1368,1,4,0
3939639,212860,423,0,0,0
3940120,15153,1508,1,5,0
3940162,315068,33003,1,0,0
3940919,232056,423,1,1,0
3940938,91694,423,1,4,0
3941228,59003,22307,0,0,0
3941431,223902,14067,0,0,0
3941552,54550,15719,1,4,0
3942686,222316,39795,1,5,0
3943121,156393,38424,1,4,0
3943289,160156,1508,0,0,0
3943476,385180,821938,1,5,0
3943777,425423,14063,1,4,0
3943800,796079,14067,1,4,0
3944300,203601,1368,1,5,1
3945074,30683,1368,1,5,0
3946602,296531,212326,1,5,0
3946838,92283,8509,0,0,0
3947208,272332,161513,1,4,1
3947966,194534,144204,1,4,0
3948284,305135,27342,0,0,0
3948534,289996,824661,1,4,0
3948536,138510,22465,0,0,0
3949211,109198,14067,1,4,0
3949329,287317,37264,0,0,0
3950152,191280,271276,0,0,0
3950499,7800,471565,1,2,0
3951536,395340,14063,0,0,0
3951596,275597,429551,0,0,0
3951764,52349,346280,1,4,0
3951826,398645,16204,0,0,0
3952831,29617,212326,1,0,0
3952891,218888,10533,1,5,0
3952918,112072,138530,1,4,1
3952936,363401,162186,1,4,0
3953222,262848,1368,1,5,0
3953265,74028,1368,0,0,0
3953954,70892,18805,0,0,0
3954169,199814,14063,1,4,0
3954239,290243,1508,0,0,0
3954525,227920,39307,1,5,0
3955587,327885,1368,0,0,0
3955860,41476,14812,1,3,0
3955918,297830,1368,0,0,0
3957110,72855,469104,1,0,0
3957242,420520,11219,1,5,1
3957628,167658,828114,0,0,0
3957759,311494,1508,0,0,0
3958896,429185,1368,1,5,0
3959564,286961,36258,1,4,1
3959624,13265,1368,1,4,0
3959844,211040,18600,0,0,0
3959991,420685,1055962,0,0,0
3960102,65776,423,1,5,0
3961562,87327,1368,1,0,0
3961654,234489,1368,0,0,0
3962160,18950,1368,0,0,0
3962795,570059,17720,1,5,0
3963116,128486,14067,1,4,0
3963311,22042,131093,1,4,1
3963566,77102,1368,0,0,0
3963598,110603,39307,1,3,0
3963711,837283,1368,0,0,0
3964037,436540,95670,0,0,0
3964120,42997,18805,1,4,0
3964947,343525,423,1,3,0
3965056,128792,1368,0,0,0
3965200,175944,1508,0,0,0
3966209,30323,1368,1,4,0
3966863,182875,14067,1,5,0
3968195,31758,1368,0,0,0
3968865,847673,21293,0,0,0
3969429,230562,51923,0,0,0
3970561,331099,75579,0,0,0
3971367,143295,16204,1,5,0
3971596,374932,423,1,3,0
3971700,233114,691097,0,0,0
3972145,621539,1368,0,0,0
3972572,326786,423,1,4,0
3973521,229327,16204,1,4,0
3973625,20880,50621,0,0,0
3974884,230048,1508,1,3,1
3975065,438386,14067,1,5,0
3975239,366811,1368,1,5,0
3976019,383198,22469,0,0,0
3976169,137299,36258,0,0,0
3976329,414421,844322,1,4,0
3976833,351760,18805,0,0,0
3977009,274593,124553,1,4,0
3977321,129672,16204,0,0,1
3977430,727178,1368,1,5,0
3977578,50140,1508,0,0,0
3977618,199797,1368,0,0,0
3977836,182338,44546,0,0,0
3977936,424629,236318,1,5,0
3977979,244502,1368,1,0,0
3978180,355232,19534,1,3,0
3978601,35899,1368,1,5,0
3978802,198039,1112883,0,0,0
3979246,72423,1368,0,0,0
3979679,256842,14067,0,0,0
3980067,7869,423,0,0,0
3980085,752280,1368,1,5,0
3980711,192643,1043052,1,5,0
3980920,271364,37264,0,0,0
3981472,618220,423,1,5,0
3981477,409124,96553,0,0,0
3982026,121299,51600,0,0,0
3982423,76392,24719,0,0,0
3982456,33849,23012,1,5,1
3984004,779567,1368,1,4,0
3985890,208418,423,0,0,1
3987151,74980,493574,1,5,0
3987250,213399,14812,1,5,0
3987878,213630,14063,1,4,0
3987949,183480,4364,1,3,0
3988119,162319,1508,1,5,0
3988200,308722,643845,0,0,0
3988346,28891,239643,0,0,0
3988706,425499,36258,0,0,0
3988819,19050,423,0,0,0
3990928,232518,1368,0,0,0
3993198,192653,17720,0,0,0
3994287,81317,144109,0,0,0
3994526,238458,1368,1,4,0
3994674,280209,16204,0,0,0
3994724,343218,1368,0,0,0
3995382,78544,1368,0,0,0
3995425,33347,37264,0,0,0
3996261,353539,18805,0,0,0
3996553,162690,1508,0,0,0
3997163,59672,18805,0,0,0
3997700,231382,50621,0,0,0
3998456,137824,14067,0,0,0
3998692,119813,1075489,1,3,1
4000610,152193,28669,1,4,0
4000835,355412,1508,1,0,0
4000867,181123,22462,0,0,0
4001216,43521,39798,0,0,0
4001472,192481,1368,0,0,0
4001477,743915,14067,1,5,0
4001747,199952,19534,0,0,0
4001920,353174,423,0,0,0
4002205,257532,64582,0,0,0
4002583,386775,1508,1,5,0
4002776,426943,171724,1,4,0
4003029,859768,100059,1,5,0
4003322,202081,1508,1,4,1
4005476,42802,116231,0,0,0
4005602,511857,39307,1,5,0
4005829,63099,1508,0,0,0
4006265,42436,1368,0,0,0
4006307,92585,15719,0,0,0
4007159,118118,59854,1,4,0
4007643,393997,1368,1,3,0
4007692,85708,151390,1,4,0
4007737,245811,1368,0,0,0
4009143,413026,19534,1,3,0
4009516,418573,65838,0,0,0
4009832,276903,1508,1,5,0
4010272,797450,1368,1,4,0
4011114,284839,18805,1,0,0
4011815,352264,1508,0,0,0
4011842,181911,423,1,5,0
4012080,137114,1508,1,5,0
4012241,339320,14063,0,0,0
4012828,200505,1368,0,0,0
4013016,291111,47766,1,3,0
4014368,23438,423,1,4,0
4014639,789033,14067,1,5,0
4015037,386395,648941,0,0,0
4015249,102557,59854,0,0,0
4015251,357726,98243,1,4,0
4015324,416917,59854,0,0,0
4015518,151504,39307,1,4,0
4016109,430080,534156,1,3,0
4016491,25698,423,1,5,0
4016975,114782,1368,1,3,1
4017842,334344,51104,0,0,0
4018501,165832,22208,1,1,0
4018764,779140,1368,0,0,0
4018973,399930,1368,0,0,0
4019397,150712,28669,1,4,0
4020666,262678,18805,1,5,0
4021307,130543,1368,0,0,0
4021736,354211,1508,1,3,0
4021930,514874,1368,0,0,0
4022096,375747,22460,0,0,0
4022098,356907,111532,0,0,0
4022500,114729,39307,0,0,0
4022520,336328,1368,1,4,0
4022587,280389,39307,1,3,0
4023178,357098,117709,1,4,0
4023747,139001,837899,0,0,0
4023872,419102,423,1,3,0
4025911,434143,1508,0,0,0
4026514,235368,1368,0,0,0
4026870,347415,1140807,1,5,1
4027097,19050,14063,0,0,0
4027373,170729,19534,1,2,0
4027505,224291,15719,0,0,0
4028003,146941,17720,1,3,0
4028029,287443,1368,0,0,0
4028547,207345,105077,0,0,0
4029005,104797,14067,0,0,0
4029372,660750,1368,1,4,0
4031531,158274,1368,0,0,0
4031591,279453,75644,0,0,0
4031619,19436,34545,1,5,0
4033217,30975,1368,1,3,0
4033517,391239,19052,1,5,1
4034301,306626,1508,1,4,0
4034888,163212,1368,0,0,0
4034911,188918,23012,1,0,0
4035035,327964,1368,0,0,0
4035356,414678,17720,1,4,0
4035618,182461,37264,0,0,0
4035712,297091,58930,1,4,0
4036434,336752,1368,1,5,1
4036928,391784,150987,1,3,0
4037159,182280,1508,1,4,0
4037854,128768,6600,0,0,0
4040039,593737,1368,1,4,0
4040063,77403,39307,1,5,0
4040337,213361,39307,1,5,0
4043994,416918,19534,1,4,1
4044335,288318,16204,0,0,0
4044378,275982,19534,0,0,0
4044474,396527,14067,1,3,0
4044801,288898,1508,0,0,0
4045268,133936,200894,0,0,0
4045908,410805,14067,0,0,0
4046045,31536,423,1,2,0
4046079,7985,113671,1,4,0
4046949,277640,14812,1,3,0
4047321,299742,19534,1,4,0
4047490,316919,18805,1,4,0
4048155,395017,27342,1,4,0
4048349,182339,15719,0,0,0
4050150,15613,1508,1,4,1
4050214,30015,1368,1,3,0
4050406,407110,80313,0,0,0
4051690,346770,51607,0,0,0
4052087,388021,14063,1,3,0
4052174,237778,14063,1,3,1
4052467,873720,59854,1,5,0
4052473,175777,287140,1,4,1
4053460,212881,194455,0,0,0
4053816,216179,22465,0,0,0
4054654,698105,1368,1,5,0
4054660,362452,3563,1,4,1
4054753,530022,423,1,0,0
4054760,263046,18600,0,0,0
4055614,593214,19054,1,5,1
4056232,396456,659622,0,0,0
4056790,270029,400833,1,4,0
4057097,393275,423,1,4,0
4060063,863048,39307,0,0,0
4060853,293996,762670,1,3,0
4061146,147996,10530,0,0,0
4061225,363893,898648,0,0,0
4061718,306331,1368,1,5,0
4061766,359846,1508,0,0,0
4061876,375501,36258,0,0,0
4062350,407141,39307,1,5,0
4062447,250885,1368,1,0,0
4062651,335614,1368,0,0,0
4062705,174099,160425,0,0,0
4063026,436199,1368,1,5,1
4063276,43964,404020,0,0,0
4063350,38076,79029,0,0,0
4063549,626079,1368,1,5,0
4064036,440213,1368,1,5,1
4064212,157453,23012,1,3,1
4065468,329887,108014,1,4,0
4065713,68618,14067,1,5,0
4065828,307349,51600,0,0,0
4066419,99555,14067,1,3,0
4067993,118351,14067,1,5,0
4068293,82631,175242,1,5,1
4070255,279200,152687,1,4,0
4070761,252811,51104,1,3,1
4070901,476159,21293,1,5,0
4070981,211684,39307,1,3,0
4071395,24371,18600,0,0,0
4071581,137724,13892,0,0,0
4071670,241985,560863,1,3,1
4072355,22876,423,1,3,0
4073072,340883,423,1,3,0
4073254,289271,423,0,0,0
4073499,805491,14067,0,0,0
4073562,387473,6600,1,5,0
4074006,437561,223349,1,0,0
4074882,82715,17125,0,0,0
4075113,400129,423,1,2,0
4075126,119053,1508,1,5,1
4075421,198174,1368,0,0,0
4076378,278582,22465,1,4,0
4076455,341221,2404,0,0,0
4077806,139137,16204,0,0,0
4077879,195496,423,1,3,0
4077995,436835,1368,0,0,0
4078299,632043,1368,0,0,0
4078513,251836,1368,0,0,0
4079028,195148,36258,1,4,0
4079512,251608,1508,0,0,0
4082046,275070,423,1,4,0
4082145,79706,22208,0,0,0
4082440,182999,51104,0,0,0
4082446,41272,28669,1,1,0
4082846,159537,16204,0,0,0
4082912,37896,1368,0,0,0
4084951,139866,62399,0,0,0
4085032,31649,14067,0,0,0
4085571,817389,1368,0,0,0
4085783,102932,37264,0,0,0
4085984,400795,1403,0,0,0
4086435,130804,1508,0,0,0
4086462,258547,14063,0,0,0
4086842,246315,493574,1,4,0
4087142,66471,16204,1,5,0
4087149,62390,998064,1,5,0
4088267,141673,125691,0,0,0
4088599,273723,1368,0,0,0
4088626,321777,1368,1,5,0
4088648,317300,51104,1,0,0
4088939,243007,22208,0,0,0
4089152,514433,1368,0,0,0
4089236,419235,1368,1,0,0
4089749,170913,14067,0,0,0
4091346,256062,22462,0,0,0
4091968,10779,423,0,0,0
4092891,314823,18805,1,0,0
4093118,294647,1508,0,0,0
4093674,343802,157827,0,0,0
4093798,172359,171723,0,0,0
4094290,369899,14812,0,0,0
4095314,196572,512910,0,0,0
4095459,280856,58930,1,0,0
4096240,388422,1368,0,0,0
4096244,380749,19054,0,0,0
4096485,248746,18600,1,5,0
4096720,361406,16204,0,0,0
4097155,177456,1368,0,0,0
4097388,430296,423,1,4,0
4097472,26916,1508,0,0,0
4097574,267266,57526,0,0,0
4097620,122043,75573,0,0,0
4097852,400930,14067,0,0,0
4098790,48580,1368,0,0,0
4098855,357386,17720,1,2,0
4100999,379828,51607,1,4,0
4102504,70592,1368,0,0,0
4102634,357506,17125,0,0,0
4104240,349119,1368,0,0,0
4104401,266460,37264,0,0,0
4104516,8087,14067,1,2,1
4105171,182809,14063,0,0,0
4105425,117865,1368,0,0,0
4106728,380097,75573,0,0,0
4107415,328810,36258,0,0,0
4107574,126233,10530,0,0,0
4107755,831060,1508,0,0,0
4107842,46632,58028,1,3,0
4107845,40566,14067,0,0,0
4108120,501241,47620,1,5,0
4108574,415742,14063,1,4,0
4108761,349140,3563,0,0,0
4108794,754769,1508,0,0,0
4108804,172726,1368,0,0,0
4109327,331339,39798,0,0,0
4109421,47275,19534,1,4,0
4109430,232091,264929,1,0,0
4109487,56175,1368,1,0,0
4110848,67496,177322,1,2,0
4111258,96856,1368,0,0,0
4111363,119854,204015,1,3,0
4111673,341159,17720,0,0,0
4112576,242214,1508,1,5,0
4113021,349707,74534,0,0,0
4113109,315163,1368,0,0,0
4113196,152884,124553,1,3,1
4113269,46080,124551,1,5,0
4113333,91568,784661,0,0,0
4113716,8110,286837,0,0,0
4114215,295128,53774,1,4,0
4114456,243437,1368,0,0,0
4114529,223933,1368,0,0,0
4114975,258204,423,0,0,0
4115824,23167,1368,1,4,0
4116085,86761,105077,0,0,0
4116305,305599,307630,1,3,0
4117073,155108,19534,0,0,0
4118059,16757,423,1,5,1
4118824,59006,20059,0,0,0
4119285,304875,18805,0,0,0
4119822,414202,144204,1,3,1
4119824,135651,36254,0,0,0
4119923,289665,746570,1,3,0
4120191,305940,1368,1,5,0
4120212,755798,14067,1,5,0
4120291,260947,113671,0,0,0
4121232,98153,1508,0,0,0
4121526,407703,1508,0,0,0
4122642,357525,1368,0,0,0
4123061,343634,36258,0,0,0
4123268,714167,75579,1,0,0
4124304,176486,15719,0,0,0
4124333,261702,47766,0,0,0
4125364,22868,16204,1,0,0
4125675,132578,1368,0,0,0
4126856,308583,1368,0,0,0
4127913,210778,14063,1,2,0
4127962,160501,22208,0,0,0
4128109,60073,17720,1,5,0
4128130,390397,43451,0,0,0
4128943,90974,18805,0,0,0
4129221,104613,4364,1,5,0
4130077,81657,17720,1,3,0
4130514,75119,39307,1,3,0
4130652,128143,36258,0,0,0
4130963,357762,6600,1,4,0
4131239,121119,694516,0,0,0
4131747,548116,14067,1,4,0
4132030,163396,1368,0,0,0
4134562,415198,14812,1,0,0
4134623,206040,15943,1,4,0
4134745,774338,19534,1,2,0
4135074,252142,39307,1,5,0
4135327,761330,18600,1,4,0
4135430,260212,168018,0,0,0
4135493,270941,75648,1,5,1
4135578,330250,16204,1,3,0
4136084,199968,124551,1,2,1
4136232,370498,599687,0,0,0
4136312,764503,1281532,0,0,0
4136720,587906,51600,0,0,0
4136907,301205,51107,1,2,1
4137099,181410,1368,0,0,0
4137408,219174,1368,1,5,0
4137413,604866,17720,1,4,0
4137589,423898,1368,0,0,0
4137877,77454,1368,1,4,0
4139768,218188,1367,0,0,0
4139999,280530,1368,1,5,0
4140201,298027,1508,0,0,0
4140363,609551,14067,0,0,0
4140579,378635,1368,0,0,0
4141483,287134,423,1,5,0
4142023,148781,18600,0,0,0
4142282,198124,50621,0,0,0
4142545,333021,36258,0,0,0
4142589,360082,1508,1,5,1
4142828,91081,24711,0,0,0
4142903,258151,212326,0,0,0
4143769,320102,334957,0,0,0
4144073,664643,423,1,5,0
4144360,141211,38116,0,0,0
4144660,169356,1508,0,0,0
4145577,59985,14067,0,0,0
4145983,11579,415504,0,0,0
4146351,651222,14067,0,0,0
4146834,173173,39307,1,4,0
4147568,335993,19534,1,0,0
4148582,75844,289243,1,4,1
4149249,8183,51104,0,0,0
4149754,200946,74534,1,4,0
4150661,272952,908558,1,4,0
4150682,342228,19534,0,0,0
4150931,121849,22465,1,2,0
4151333,212933,1508,0,0,0
4151744,530914,290513,1,0,0
4151993,373965,117811,1,5,0
4152119,96305,1368,0,0,0
4152685,128206,59854,0,0,0
4153410,42586,626031,1,4,0
4153660,82457,22460,0,0,0
4155020,59168,51104,0,0,0
4155116,33735,1508,0,0,0
4155651,238484,1368,0,0,0
4156505,18898,17720,1,5,0
4156712,94707,1368,1,4,1
4157561,765763,14067,1,5,0
4158519,195319,14067,1,4,0
4158972,259943,39307,1,4,0
4158973,427012,39307,1,3,0
4159001,44912,39795,0,0,0
4159503,204115,1368,0,0,0
4159817,68450,1331865,0,0,0
4159977,324912,17720,0,0,0
4160820,270958,19534,1,3,0
4161938,369128,75648,0,0,0
4162745,684921,1508,1,0,0
4164340,210438,36258,0,0,0
4165896,365567,1508,0,0,0
4165943,39819,51104,1,3,0
4166621,218990,1368,1,4,0
4166965,308239,1508,0,0,0
4167091,399613,21293,1,5,0
4167571,770248,1368,1,1,0
4168154,77128,1508,1,0,0
4168594,425933,307630,1,4,0
4169309,172479,1368,0,0,0
4169551,513530,13892,0,0,0
4169618,257668,1368,0,0,0
4169676,858490,1368,1,5,1
4169788,272923,22462,0,0,0
4170201,689758,14812,1,4,0
4170247,90246,435067,1,3,0
4170453,41582,1368,1,5,0
4170536,413235,14812,0,0,0
4170636,156920,500797,1,1,0
4171214,407131,1368,1,4,1
4171352,403315,434274,0,0,0
4173737,703929,47620,1,5,0
4174326,35579,1368,0,0,0
4174614,159578,14063,1,3,0
4175063,682748,51107,0,0,0
4175200,82966,17720,1,5,1
4175444,120034,423,1,3,0
4176370,357563,1368,1,4,0
4176568,117324,1368,0,0,0
4176656,235611,47620,0,0,0
4176742,238115,488821,1,2,0
4177975,167853,1508,1,5,1
4178227,104974,1368,1,5,1
4178703,277371,19053,0,0,0
4178889,45180,423,1,4,0
4179055,212820,50621,1,5,1
4179116,51349,1368,1,5,0
4179385,315292,22465,1,2,0
4179969,313785,993219,1,2,0
4180877,120999,1508,0,0,0
4181048,847764,19534,1,4,0
4181538,392713,14067,0,0,0
4181755,160617,9923,0,0,0
4183076,285201,429975,1,4,0
4183541,368287,95670,0,0,0
4184095,404122,19534,1,2,0
4184374,293665,18600,1,5,0
4184771,49679,289243,0,0,0
4185664,309662,160425,1,5,1
4186006,125799,1368,1,5,0
4187116,207461,152687,0,0,0
4187283,380816,637971,1,1,1
4187345,364929,19534,1,5,0
4187489,166783,49254,0,0,0
4187530,474294,14067,1,5,0
4188104,822664,1368,0,0,0
4188456,283549,17720,0,0,0
4188766,444874,14067,0,0,0
4189176,630793,14067,1,5,0
4189600,862734,1368,1,4,1
4189729,67256,211184,0,0,0
4189863,292752,51104,0,0,1
4190425,688230,113671,1,5,0
4190760,229657,42527,1,5,0
4191505,86012,51607,0,0,0
4191910,41261,1368,1,4,0
4192048,230727,34545,0,0,0
4192103,102341,33003,0,0,0
4192318,218619,246403,1,0,0
4192923,297053,249508,0,0,0
4193148,90518,1368,0,0,0
4193219,34656,14812,0,0,0
4193379,185182,50621,0,0,0
4193557,304082,17720,0,0,0
4193618,88299,423,1,3,0
4193967,265372,423,1,4,0
4194209,301158,38116,0,0,0
4194302,281730,39307,0,0,0
4195314,284916,18600,1,4,0
4196802,412306,543881,1,3,0
4197604,521240,19054,0,0,0
4197756,224852,1025117,1,5,0
4198051,405921,34545,1,4,1
4198481,277517,14067,1,3,0
4199041,436579,47620,1,5,0
4199199,166083,423,1,1,0
4199542,188693,375893,0,0,0
4199669,431414,1368,0,0,0
4199859,100095,36254,0,0,0
4200079,72383,16204,0,0,0
4200865,225842,19534,1,5,0
4201558,233482,212326,0,0,0
4201919,308138,17720,1,4,0
4202328,244806,51104,0,0,0
4203384,178149,171724,0,0,0
4204126,109204,423,1,4,0
4204258,352156,11219,1,3,0
4204267,91219,51923,1,3,0
4204901,536852,1508,0,0,0
4205439,416896,14812,0,0,0
4205732,130492,179177,0,0,0
4205820,737539,19054,0,0,0
4206047,195115,37264,0,0,1
4206699,350278,1368,1,5,0
4206868,302786,423,1,3,1
4207464,355162,51104,0,0,0
4207848,804506,1368,0,0,0
4208332,30789,1368,1,5,0
4208436,156964,105077,0,0,0
4209217,91964,1368,0,0,0
4209548,182451,423,1,3,0
4209800,150640,22462,1,4,0
4210178,340622,1368,0,0,0
4210473,397372,86530,0,0,0
4211035,8317,1368,1,4,0
4211369,376145,1368,0,0,0
4211505,313703,1508,0,0,0
